code,name,text,type_code,traits,pack_code,illustrator,image_url,xp,faction_code
05224,Expulsion,"Revelation - If there are no [[Cultist]] enemies in play, Expulsion gains surge. Otherwise, the nearest [[Cultist]] enemy readies, moves (one location at a time) until it reaches your location, engages you, and makes an immediate attack. Then, place each ([skull]/[cultist]/[tablet]/[elder_thing]) key you control on that enemy.",treachery,Scheme,fgg,Jasmine Stevens,https://arkhamdb.com/bundles/cards/05224.jpg,0,mythos
05225,Beneath the Lodge,"If you control at least 1 ([skull]/[cultist]/[tablet]/[elder_thing]) key, Beneath the Lodge gains peril and its skill test gets +1 difficulty. Revelation - Test [intellect] (3). For each point you fail by, you must either lose 1 clue or take 1 horror.",treachery,Scheme,fgg,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05225.jpg,0,mythos
05226,Mark of the Order,Surge. Revelation - Check which investigator controls each key. The investigator with... - ...the [skull] key takes 1 damage. - ...the [cultist] key takes 1 horror. - ...the [tablet] key discards 2 random cards from hand. - ...the [elder_thing] key loses 3 resources.,treachery,Scheme,fgg,Mauro Dal Bo,https://arkhamdb.com/bundles/cards/05226.jpg,0,mythos
05227,August Lindquist,"[action] Investigators at August Lindquist's location spend 2 [per_investigator] clues, as a group: Parley. Each investigator who spent at least 1 clue must either take 1 damage or 1 horror. Remove August Lindquist from the game and take control of his key.",asset,Cultist|Silver Twilight,fgg,Lucas Soriano Beltrán,https://arkhamdb.com/bundles/cards/05227.jpg,0,neutral
05228,Puzzle Box,"Forced - When you are defeated: Give control of the Puzzle Box to another investigator. [action]: Unlight a brazier at your location, exhaust The Spectral Watcher, or deal 5 damage to The Spectral Watcher if it is exhausted. This action does not provoke attacks of opportunity from The Spectral Watcher. (Group limit once per game.)",asset,Item|Relic,fgg,Dimitri Bielak,https://arkhamdb.com/bundles/cards/05228.jpg,0,neutral
5313,Hallowed Mirror,"Limit 1 per deck. Forced - After Hallowed Mirror enter play: Search your bonded cards for 3 copies of Soothing Melody. Add 1 to your hand and shuffle the other 2 into your deck. When Hallowed Mirror leaves play, find each of those copies of Soothing Melody ( even if they are out of play ) and set them aside, out of play.",asset,Item|Relic|Occult|Blessed,bbt,John Pacer,https://arkhamdb.com/bundles/cards/05313.jpg,0,guardian
5314,Soothing Melody,Bonded (Hallowed Mirror). Heal 2 damage or 2 horror (or any combination thereof) from among investigators and/or [[Ally]] assets at your location. Draw 1 card.,event,Spell,bbt,Nele Diel,https://arkhamdb.com/bundles/cards/05314.jpg,0,guardian
5315,"""I've had worse…""","Fast. Play when you are dealt damage and/or horror. Cancel up to 2 damage and/or horror just dealt to you. Then, gain that many resources.",event,Spirit,bbt,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/05315.jpg,2,guardian
5316,Occult Lexicon,"Limit 1 per deck. Forced - After Occult Lexicon enters play: Search your bonded cards for 3 copies of Blood-Rite. Add 1 to your hand and shuffle the other 2 into your deck. When Occult Lexicon leaves play, find each of those copies of Blood-Rite (even if they are out of play) and set them aside, out of play.",asset,Item|Tome|Occult,bbt,Dimitri Bielak,https://arkhamdb.com/bundles/cards/05316.jpg,0,seeker
5317,Blood-Rite,"Bonded (Occult Lexicon). Draw 2 cards. Discard up to 2 cards from your hand. For each card thusly discarded, you may either gain 1 resource, or spend 1 resource to deal 1 damage to an enemy at your location. This action does not provoke attacks of opportunity.",event,Spell,bbt,Andreia Ugrai,https://arkhamdb.com/bundles/cards/05317.jpg,0,seeker
5318,Glimpse the Unthinkable,Shuffle any number of non-weakness cards from your hand into your deck. Draw cards until you reach your maximum hand-size. Remove Glimpse the Unthinkable from the game.,event,Insight,bbt,Brian Valenzuela,https://arkhamdb.com/bundles/cards/05318.jpg,5,seeker
5319,"""You owe me one!""","Look at another investigator's hand. You may play a non-weakness card in that investigator's hand, under your control. If you do, you and that investigator each draw 1 card.",event,Favor|Gambit,bbt,James Hall,https://arkhamdb.com/bundles/cards/05319.jpg,0,rogue
5320,"Double, Double","Exceptional. [reaction] After you play an event, exhaust Double, Double: Play that event again as if it were in your hand.",asset,Ritual,bbt,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/05320.jpg,4,rogue
5321,Wither,"[action]: Fight. This attack uses [willpower] instead of [combat]. You get +2 [willpower] for this attack. If a [skull], [cultist], [tablet], or [elder_thing] symbol is revealed during this attack, the attacked enemy gets -1 fight, -1 health, and -1 evade for the remainder of the turn (to a minimum of 1).",asset,Spell,bbt,Damien Worm,https://arkhamdb.com/bundles/cards/05321.jpg,4,mystic
5322,Sixth Sense,"[action]: Investigate. Investigate using [willpower] instead of [intellect]. You get +2 [willpower] for this investigation. If a [skull], [cultist], [tablet], or [elder_thing] symbol is revealed during this test, you may choose a revealed location up to 2 connections away from your current location; you are now investigating as if you were at the chosen location in addition to your location (you may use either shroud value).",asset,Spell,bbt,Brian Valenzuela,https://arkhamdb.com/bundles/cards/05322.jpg,4,mystic
5323,Lure,"Attach to your location or to a connecting location. During the enemy phase, each enemy that moves does so along the shortest path toward the attached location, instead of to where it would normally move. Forced - While attached, at the end of the round: Discard Lure.",event,Trick,bbt,Sebastian Rodriquez,https://arkhamdb.com/bundles/cards/05323.jpg,2,survivor
5324,Eucatastrophe,"Fast. Play when you reveal a chaos token that would reduce your skill value to 0 during a skill test (including the [auto_fail] token). Cancel that token and treat it as an [elder_sign] token, instead.",event,Fortune|Blessed,bbt,Julian Kok,https://arkhamdb.com/bundles/cards/05324.png,3,survivor
05161,The Wages of Sin,"Easy / Standard [skull]: -X. X is 1 higher than the number of copies of Unfinished Business in the victory display. [cultist]: -3. Until the end of the round, each Heretic enemy in play gets +1 fight and +1 evade. [tablet]: -3. If you fail, trigger the forced ability on a copy of Unfinished Business in yout threat area as if it were the end of the round. [elder_thing]: -2. If you fail and this is an attack or evasion attempt, resolve each haunted ability on your location.",scenario,No traits,wos,Unknown,https://arkhamdb.com/bundles/cards/05161.jpg,0,mythos
05163,Death's Approach,Locations cannot be flipped to their non-[[Spectral]] side.,agenda,No traits,wos,Lenka Šimečková,https://arkhamdb.com/bundles/cards/05163.jpg,0,mythos
05164,In Pursuit of the Dead,Locations cannot be flipped to their [[Spectral]] side.,act,No traits,wos,Alexander Tooth,https://arkhamdb.com/bundles/cards/05164.jpg,0,mythos
05165,In Pursuit of the Living,"[fast]: Flip your location over. (Group limit once per round at each location.) Clues cannot be discovered at non-[[Spectral]] locations. Objective - Banish as many Heretics as you can. If there are 4 copies of Unfinished Business in the victory display, advance.",act,No traits,wos,Alexander Tooth,https://arkhamdb.com/bundles/cards/05165.jpg,0,mythos
05166b,Hangman's Brook,"[action]: Resign. ""Whose bright idea was this, anyway?"" Haunted - Take 1 damage. Until the end of the round, the above resign ability cannot be triggered.",location,Spectral,wos,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05166b.jpg,0,mythos
05166,Hangman's Brook,"[action]: Resign. ""Whose bright idea was this, anyway?""",location,No traits,wos,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05166.jpg,0,mythos
05167b,Haunted Fields,Each [[Spectral]] enemy at Haunted Fields gets +1 horror value. Haunted - Move the nearest [[Spectral]] enemy once toward Haunted Fields.,location,Spectral,wos,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05167b.jpg,0,mythos
05167,Haunted Fields,Each [[Spectral]] enemy at Haunted Fields gets +1 horror value.,location,No traits,wos,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05167.jpg,0,mythos
05168b,Abandoned Chapel,"During the mythos phase, each investigator in Abandoned Chapel gets -1 to each skill. Haunted - Until the end of the round, you get -1 to each skill.",location,Spectral,wos,Stanislav Dikolenko,https://arkhamdb.com/bundles/cards/05168b.jpg,0,mythos
05168,Abandoned Chapel,"During the mythos phase, each investigator in Abandoned Chapel gets -1 to each skill.",location,No traits,wos,Stanislav Dikolenko,https://arkhamdb.com/bundles/cards/05168.jpg,0,mythos
05169b,The Gallows,"The Gallows gets +1 shroud for each [[Witch]] enemy in play. Haunted - Discard the top 3 cards of the standard encounter deck. If a [[Witch]] enemy is discarded by this effect, draw it.",location,Spectral,wos,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/05169b.jpg,0,mythos
05169,The Gallows,The Gallows gets +1 shroud for each [[Witch]] enemy in play.,location,No traits,wos,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/05169.jpg,0,mythos
05170b,The Gallows,"X is the number of [[Geist]] enemies in play. Haunted - Discard the top 3 cards of the spectral encounter deck. If a [[Geist]] enemy is discarded by this effect, draw it.",location,Spectral,wos,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/05170b.jpg,0,mythos
05170,The Gallows,X is the number of [[Geist]] enemies in play.,location,No traits,wos,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/05170.jpg,0,mythos
05171b,Heretics' Graves,"While investigating Heretics' Graves, add your [willpower] value to your skill value for the investigation. Haunted - Reduce your base [willpower] to 1 until the end of your next turn.",location,Spectral,wos,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/05171b.jpg,0,mythos
05171,Heretics' Graves,"While investigating Heretics' Graves, add your [willpower] value to your skill value for the investigation.",location,No traits,wos,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/05171.jpg,0,mythos
05172b,Heretics' Graves,Forced - After a [[Witch]] enemy at Heretics' Graves is defeated: Discard the top 2 cards of the standard encounter deck. Haunted - Heal 1 damage from each Heretic and each [[Witch]] enemy in play.,location,Spectral,wos,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/05172b.jpg,0,mythos
05172,Heretics' Graves,Forced - After a [[Witch]] enemy at Heretics' Graves is defeated: Discard the top 2 cards of the standard encounter deck.,location,No traits,wos,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/05172.jpg,0,mythos
05173b,Chapel Crypt,"While there are no ready enemies at Chapel Crypt, it gets -3 shroud. Haunted - Spawn the top card of your deck facedown, engaged with you. Treat that card as a Reanimated Dead enemy with 1 fight, 1 health, 1 evade, 1 damage, and the [[Monster]] trait.",location,Spectral,wos,Jose Vega,https://arkhamdb.com/bundles/cards/05173b.jpg,0,mythos
05173,Chapel Crypt,"While there are no ready enemies at Chapel Crypt, it gets -3 shroud.",location,No traits,wos,Jose Vega,https://arkhamdb.com/bundles/cards/05173.jpg,0,mythos
05174b,Chapel Crypt,"While there are no [[Hex]] treacheries among investigators' threat areas at Chapel Crypt, it gets -3 shroud. Haunted - Find the topmost [[Hex]] treachery in the standard encounter discard pile and put it into play in your threat area.",location,Spectral,wos,Jose Vega,https://arkhamdb.com/bundles/cards/05174b.jpg,0,mythos
05174,Chapel Crypt,"While there are no [[Hex]] treacheries among investigators' threat areas at Chapel Crypt, it gets -3 shroud.",location,No traits,wos,Jose Vega,https://arkhamdb.com/bundles/cards/05174.jpg,0,mythos
05175b,Chapel Attic,"Forced - After you draw a non-weakness card from your deck while at Chapel Attic: Place that card facedown beneath Chapel Attic, out of play. [reaction] After you successfully investigate Chapel Attic: Add each card beneath it to its owner's hand. Haunted - Discard a random card from beneath Chapel Attic.",location,Spectral,wos,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05175b.jpg,0,mythos
05175,Chapel Attic,"Forced - After you draw a non-weakness card from your deck while at Chapel Attic: Place that card facedown beneath Chapel Attic, out of play. [reaction] After you successfully investigate Chapel Attic: Add each card beneath it to its owner's hand.",location,No traits,wos,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05175.jpg,0,mythos
05176b,Chapel Attic,"While investigating Chapel Attic, add the number of cards in your hand to your skill value for the investigation. Haunted - Discard a random card from your hand (2 cards instead of you have 5 or more cards in hand).",location,Spectral,wos,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05176b.jpg,0,mythos
05176,Chapel Attic,"While investigating Chapel Attic, add the number of cards in your hand to your skill value for the investigation.",location,No traits,wos,Dual Brush Studios,https://arkhamdb.com/bundles/cards/05176.jpg,0,mythos
05177,Spectral Web,"[action] Investigators at your location spend 1-3 clues, as a group: Fight. Use this ability only to attack a [[Geist]] enemy. You may choose to use your [willpower] instead of your [combat] for this attack. You get +X skill value and deal +X damage for this attack, where X is the amount of clues spent to trigger this ability.",asset,Spell,wos,Apterus,https://arkhamdb.com/bundles/cards/05177.jpg,0,neutral
